570135.000 6850335.000 1549
570335.000 6850335.000 1550.43
570535.000 6850335.000 1550.99
570735.000 6850335.000 1550.96
570935.000 6850335.000 1548.49
571135.000 6850335.000 1542.5
571335.000 6850335.000 1541.29
571535.000 6850335.000 1542.83
571735.000 6850335.000 1537.98
571935.000 6850335.000 1538.35
572135.000 6850335.000 1535.97
572335.000 6850335.000 1533.92
572535.000 6850335.000 1533
572735.000 6850335.000 1533
572935.000 6850335.000 1534.91
573135.000 6850335.000 1542.26
573335.000 6850335.000 1549
573535.000 6850335.000 1549
573735.000 6850335.000 1555.49
573935.000 6850335.000 1564.01
574135.000 6850335.000 1568.77
574335.000 6850335.000 1573
574535.000 6850335.000 1577.1
574735.000 6850335.000 1579
574935.000 6850335.000 1581.27
575135.000 6850335.000 1584.82
575335.000 6850335.000 1587.92
575535.000 6850335.000 1590.96
575735.000 6850335.000 1594
575935.000 6850335.000 1594.33
576135.000 6850335.000 1598
576335.000 6850335.000 1596.04
576535.000 6850335.000 1594
576735.000 6850335.000 1590.99
576935.000 6850335.000 1585.98
577135.000 6850335.000 1580.18
577335.000 6850335.000 1579
577535.000 6850335.000 1579.59
577735.000 6850335.000 1582.73
577935.000 6850335.000 1583.93
578135.000 6850335.000 1583.13
578335.000 6850335.000 1580.34
578535.000 6850335.000 1571.37
578735.000 6850335.000 1566.05
578935.000 6850335.000 1580.14
579135.000 6850335.000 1588.63
579335.000 6850335.000 1594
579535.000 6850335.000 1604.42
579735.000 6850335.000 1615.23
579935.000 6850335.000 1620.15
580135.000 6850335.000 1625.04
580335.000 6850335.000 1631.47
580535.000 6850335.000 1636.88
580735.000 6850335.000 1640
580935.000 6850335.000 1639.97
581135.000 6850335.000 1640.5
581335.000 6850335.000 1640
581535.000 6850335.000 1637.26
581735.000 6850335.000 1630.74
581935.000 6850335.000 1627.89
582135.000 6850335.000 1628.05
582335.000 6850335.000 1626.22
582535.000 6850335.000 1625
582735.000 6850335.000 1625
582935.000 6850335.000 1625
570135.000 6850135.000 1540.24
570335.000 6850135.000 1544.95
570535.000 6850135.000 1545.67
570735.000 6850135.000 1545.4
570935.000 6850135.000 1542.36
571135.000 6850135.000 1532.53
571335.000 6850135.000 1527.3
571535.000 6850135.000 1530.16
571735.000 6850135.000 1529.03
571935.000 6850135.000 1532.9
572135.000 6850135.000 1533
572335.000 6850135.000 1533
572535.000 6850135.000 1533
572735.000 6850135.000 1533
572935.000 6850135.000 1537.5
573135.000 6850135.000 1545.29
573335.000 6850135.000 1549
573535.000 6850135.000 1549
573735.000 6850135.000 1553.22
573935.000 6850135.000 1564.01
574135.000 6850135.000 1567.44
574335.000 6850135.000 1571.86
574535.000 6850135.000 1575.9
574735.000 6850135.000 1578.73
574935.000 6850135.000 1581.71
575135.000 6850135.000 1585.38
575335.000 6850135.000 1588.94
575535.000 6850135.000 1592.48
575735.000 6850135.000 1593.4
575935.000 6850135.000 1593.43
576135.000 6850135.000 1593.73
576335.000 6850135.000 1594
576535.000 6850135.000 1594
576735.000 6850135.000 1591.18
576935.000 6850135.000 1586.81
577135.000 6850135.000 1582.04
577335.000 6850135.000 1583.75
577535.000 6850135.000 1588.17
577735.000 6850135.000 1589.43
577935.000 6850135.000 1591.34
578135.000 6850135.000 1590.82
578335.000 6850135.000 1585.63
578535.000 6850135.000 1579.39
578735.000 6850135.000 1565.74
578935.000 6850135.000 1581.76
579135.000 6850135.000 1591.14
579335.000 6850135.000 1601.49
579535.000 6850135.000 1610.01
579735.000 6850135.000 1622.66
579935.000 6850135.000 1625
580135.000 6850135.000 1628
580335.000 6850135.000 1633.96
580535.000 6850135.000 1639.96
580735.000 6850135.000 1640
580935.000 6850135.000 1641.19
581135.000 6850135.000 1644.73
581335.000 6850135.000 1643
581535.000 6850135.000 1639.98
581735.000 6850135.000 1637.18
581935.000 6850135.000 1634.35
582135.000 6850135.000 1633.51
582335.000 6850135.000 1629.65
582535.000 6850135.000 1625.03
582735.000 6850135.000 1625
582935.000 6850135.000 1625
570135.000 6849935.000 1533.39
570335.000 6849935.000 1535.52
570535.000 6849935.000 1533.74
570735.000 6849935.000 1531.42
570935.000 6849935.000 1531.31
571135.000 6849935.000 1524.86
571335.000 6849935.000 1518.84
571535.000 6849935.000 1520.44
571735.000 6849935.000 1522
571935.000 6849935.000 1530.05
572135.000 6849935.000 1533
572335.000 6849935.000 1533
572535.000 6849935.000 1533
572735.000 6849935.000 1535.28
572935.000 6849935.000 1540.62
573135.000 6849935.000 1547.37
573335.000 6849935.000 1549
573535.000 6849935.000 1549.85
573735.000 6849935.000 1555.75
573935.000 6849935.000 1563.99
574135.000 6849935.000 1566.8
574335.000 6849935.000 1569.66
574535.000 6849935.000 1575.05
574735.000 6849935.000 1578.21
574935.000 6849935.000 1580.38
575135.000 6849935.000 1584.25
575335.000 6849935.000 1588.7
575535.000 6849935.000 1592.37
575735.000 6849935.000 1592.13
575935.000 6849935.000 1592.2
576135.000 6849935.000 1592.75
576335.000 6849935.000 1593.41
576535.000 6849935.000 1594
576735.000 6849935.000 1594
576935.000 6849935.000 1591.25
577135.000 6849935.000 1590.07
577335.000 6849935.000 1594
577535.000 6849935.000 1594
577735.000 6849935.000 1594
577935.000 6849935.000 1594
578135.000 6849935.000 1594
578335.000 6849935.000 1589.1
578535.000 6849935.000 1582.92
578735.000 6849935.000 1564
578935.000 6849935.000 1578.82
579135.000 6849935.000 1588.37
579335.000 6849935.000 1601.03
579535.000 6849935.000 1610.01
579735.000 6849935.000 1620.65
579935.000 6849935.000 1624.93
580135.000 6849935.000 1627.99
580335.000 6849935.000 1632.98
580535.000 6849935.000 1636.77
580735.000 6849935.000 1640
580935.000 6849935.000 1640.85
581135.000 6849935.000 1641.77
581335.000 6849935.000 1640.65
581535.000 6849935.000 1640
581735.000 6849935.000 1640
581935.000 6849935.000 1640
582135.000 6849935.000 1636.24
582335.000 6849935.000 1631.01
582535.000 6849935.000 1626
582735.000 6849935.000 1625
582935.000 6849935.000 1625
570135.000 6849735.000 1522.34
570335.000 6849735.000 1522.14
570535.000 6849735.000 1523.76
570735.000 6849735.000 1521.8
570935.000 6849735.000 1516.88
571135.000 6849735.000 1514.52
571335.000 6849735.000 1516.38
571535.000 6849735.000 1518
571735.000 6849735.000 1523.98
571935.000 6849735.000 1530.01
572135.000 6849735.000 1533
572335.000 6849735.000 1533
572535.000 6849735.000 1533.78
572735.000 6849735.000 1543.14
572935.000 6849735.000 1546.7
573135.000 6849735.000 1549
573335.000 6849735.000 1549
573535.000 6849735.000 1553.91
573735.000 6849735.000 1559.34
573935.000 6849735.000 1564.46
574135.000 6849735.000 1565.26
574335.000 6849735.000 1568.42
574535.000 6849735.000 1573.69
574735.000 6849735.000 1576.54
574935.000 6849735.000 1579.37
575135.000 6849735.000 1582.19
575335.000 6849735.000 1584.98
575535.000 6849735.000 1584.87
575735.000 6849735.000 1585.79
575935.000 6849735.000 1585.71
576135.000 6849735.000 1589.67
576335.000 6849735.000 1592.72
576535.000 6849735.000 1593.65
576735.000 6849735.000 1594
576935.000 6849735.000 1594
577135.000 6849735.000 1594
577335.000 6849735.000 1595.82
577535.000 6849735.000 1597.9
577735.000 6849735.000 1598.12
577935.000 6849735.000 1598.26
578135.000 6849735.000 1596.58
578335.000 6849735.000 1594
578535.000 6849735.000 1587.7
578735.000 6849735.000 1569.11
578935.000 6849735.000 1564.72
579135.000 6849735.000 1571.31
579335.000 6849735.000 1584.74
579535.000 6849735.000 1599.72
579735.000 6849735.000 1612.22
579935.000 6849735.000 1617.59
580135.000 6849735.000 1625.26
580335.000 6849735.000 1629.98
580535.000 6849735.000 1634.32
580735.000 6849735.000 1637.99
580935.000 6849735.000 1640
581135.000 6849735.000 1640
581335.000 6849735.000 1640
581535.000 6849735.000 1640
581735.000 6849735.000 1640
581935.000 6849735.000 1640
582135.000 6849735.000 1636.49
582335.000 6849735.000 1631.02
582535.000 6849735.000 1627.18
582735.000 6849735.000 1625
582935.000 6849735.000 1625
570135.000 6849535.000 1505.3
570335.000 6849535.000 1509.15
570535.000 6849535.000 1511.9
570735.000 6849535.000 1509.62
570935.000 6849535.000 1507.29
571135.000 6849535.000 1504.95
571335.000 6849535.000 1512.99
571535.000 6849535.000 1518
571735.000 6849535.000 1523.89
571935.000 6849535.000 1529.01
572135.000 6849535.000 1533
572335.000 6849535.000 1533
572535.000 6849535.000 1540.36
572735.000 6849535.000 1549.01
572935.000 6849535.000 1552.35
573135.000 6849535.000 1549.31
573335.000 6849535.000 1549
573535.000 6849535.000 1552.51
573735.000 6849535.000 1561.94
573935.000 6849535.000 1564.79
574135.000 6849535.000 1566.83
574335.000 6849535.000 1569.93
574535.000 6849535.000 1573.69
574735.000 6849535.000 1577.14
574935.000 6849535.000 1579.79
575135.000 6849535.000 1581.26
575335.000 6849535.000 1582.38
575535.000 6849535.000 1581.98
575735.000 6849535.000 1581.18
575935.000 6849535.000 1581.62
576135.000 6849535.000 1583.23
576335.000 6849535.000 1591.73
576535.000 6849535.000 1593.45
576735.000 6849535.000 1594.73
576935.000 6849535.000 1596.92
577135.000 6849535.000 1599.14
577335.000 6849535.000 1601.23
577535.000 6849535.000 1602.23
577735.000 6849535.000 1602.58
577935.000 6849535.000 1603.01
578135.000 6849535.000 1599.5
578335.000 6849535.000 1594
578535.000 6849535.000 1592.13
578735.000 6849535.000 1585.63
578935.000 6849535.000 1581.45
579135.000 6849535.000 1583.2
579335.000 6849535.000 1583.29
579535.000 6849535.000 1580.02
579735.000 6849535.000 1583.11
579935.000 6849535.000 1610.7
580135.000 6849535.000 1623.43
580335.000 6849535.000 1627.71
580535.000 6849535.000 1631.02
580735.000 6849535.000 1632.95
580935.000 6849535.000 1635.44
581135.000 6849535.000 1636.88
581335.000 6849535.000 1639.71
581535.000 6849535.000 1640
581735.000 6849535.000 1640
581935.000 6849535.000 1640
582135.000 6849535.000 1636.8
582335.000 6849535.000 1633
582535.000 6849535.000 1628.89
582735.000 6849535.000 1625
582935.000 6849535.000 1625
570135.000 6849335.000 1489.5
570335.000 6849335.000 1488
570535.000 6849335.000 1488.3
570735.000 6849335.000 1500.15
570935.000 6849335.000 1503
571135.000 6849335.000 1503
571335.000 6849335.000 1506.1
571535.000 6849335.000 1515.31
571735.000 6849335.000 1521.99
571935.000 6849335.000 1527.94
572135.000 6849335.000 1533
572335.000 6849335.000 1544.34
572535.000 6849335.000 1548.4
572735.000 6849335.000 1552.1
572935.000 6849335.000 1561.36
573135.000 6849335.000 1562.84
573335.000 6849335.000 1559.48
573535.000 6849335.000 1562.77
573735.000 6849335.000 1562.94
573935.000 6849335.000 1563.44
574135.000 6849335.000 1566.23
574335.000 6849335.000 1570.85
574535.000 6849335.000 1571.87
574735.000 6849335.000 1573.1
574935.000 6849335.000 1574.99
575135.000 6849335.000 1576.2
575335.000 6849335.000 1576.49
575535.000 6849335.000 1576.75
575735.000 6849335.000 1578.72
575935.000 6849335.000 1580.49
576135.000 6849335.000 1582.98
576335.000 6849335.000 1590.48
576535.000 6849335.000 1594.33
576735.000 6849335.000 1598.73
576935.000 6849335.000 1601.45
577135.000 6849335.000 1603.61
577335.000 6849335.000 1606.02
577535.000 6849335.000 1606.9
577735.000 6849335.000 1607.11
577935.000 6849335.000 1607.96
578135.000 6849335.000 1603.3
578335.000 6849335.000 1600.48
578535.000 6849335.000 1600.62
578735.000 6849335.000 1594.83
578935.000 6849335.000 1592.86
579135.000 6849335.000 1599.13
579335.000 6849335.000 1599.45
579535.000 6849335.000 1599.19
579735.000 6849335.000 1589.52
579935.000 6849335.000 1579.6
580135.000 6849335.000 1598.33
580335.000 6849335.000 1621.1
580535.000 6849335.000 1625.1
580735.000 6849335.000 1626.3
580935.000 6849335.000 1630.57
581135.000 6849335.000 1632.43
581335.000 6849335.000 1634.28
581535.000 6849335.000 1634.11
581735.000 6849335.000 1635.08
581935.000 6849335.000 1639.76
582135.000 6849335.000 1636.1
582335.000 6849335.000 1630.5
582535.000 6849335.000 1625.01
582735.000 6849335.000 1625
582935.000 6849335.000 1625
570135.000 6849135.000 1505.45
570335.000 6849135.000 1508.68
570535.000 6849135.000 1510.95
570735.000 6849135.000 1509.88
570935.000 6849135.000 1512.8
571135.000 6849135.000 1517.48
571335.000 6849135.000 1504.3
571535.000 6849135.000 1508.56
571735.000 6849135.000 1518.06
571935.000 6849135.000 1522.61
572135.000 6849135.000 1532.95
572335.000 6849135.000 1535.44
572535.000 6849135.000 1549.27
572735.000 6849135.000 1553.19
572935.000 6849135.000 1560.12
573135.000 6849135.000 1561.11
573335.000 6849135.000 1561.4
573535.000 6849135.000 1561.65
573735.000 6849135.000 1561.75
573935.000 6849135.000 1561.62
574135.000 6849135.000 1566.54
574335.000 6849135.000 1566.95
574535.000 6849135.000 1568.39
574735.000 6849135.000 1570.74
574935.000 6849135.000 1572.3
575135.000 6849135.000 1572.78
575335.000 6849135.000 1574.52
575535.000 6849135.000 1576.97
575735.000 6849135.000 1579.17
575935.000 6849135.000 1581.57
576135.000 6849135.000 1584.8
576335.000 6849135.000 1590.97
576535.000 6849135.000 1595.8
576735.000 6849135.000 1602.26
576935.000 6849135.000 1605.8
577135.000 6849135.000 1608.13
577335.000 6849135.000 1610
577535.000 6849135.000 1610
577735.000 6849135.000 1610
577935.000 6849135.000 1610
578135.000 6849135.000 1609.77
578335.000 6849135.000 1608.01
578535.000 6849135.000 1608.23
578735.000 6849135.000 1608.48
578935.000 6849135.000 1605.77
579135.000 6849135.000 1609.1
579335.000 6849135.000 1611.36
579535.000 6849135.000 1608.63
579735.000 6849135.000 1605.88
579935.000 6849135.000 1596.85
580135.000 6849135.000 1583.29
580335.000 6849135.000 1592.59
580535.000 6849135.000 1607.74
